순번,정류장명,위도,경도, 
1132,청과종합유통,36.89622980 ,127.10315400 , 
1133,율금리1리(밤개울),36.90141306 ,127.10836402 , 
1134,율금리1구 밤개울,36.90128590 ,127.10828550 , 
1135,의식리,36.89442680 ,127.09169190 , 
1136,의식리,36.89431810 ,127.09153540 , 
1137,창용3리,36.91340469 ,126.98894568 , 
1139,창용2리 당개,36.91210530 ,126.97902040 , 
1140,창용3리,36.91328306 ,126.98888566 , 
1141,창용4리,36.91239050 ,126.98551830 , 
1143,신법1리,36.92426303 ,127.01427068 , 
1144,신법2리,36.92335806 ,127.01191568 , 
1145,신법2리,36.92316802 ,127.01119735 , 
1147,남창초등학교,36.91864805 ,127.00068568 , 
1148,신남1리,36.92021640 ,127.00443902 , 
1150,신법1리,36.92431472 ,127.01404735 , 
1151,남부빌라,36.92426450 ,127.03958310 , 
1152,남부빌라,36.92445800 ,127.03951460 , 
1153,송용1리,36.92423970 ,127.03515735 , 
1154,둔포신협,36.92719550 ,127.03715030 , 
1155,둔포농협,36.93011802 ,127.03858402 , 
1156,둔포농협,36.93008600 ,127.03841070 , 
1157,둔포3리,36.92727804 ,127.03688735 , 
1158,시포리,36.92671380 ,127.02315970 , 
1160,송용1리,36.92429340 ,127.03498410 , 
1161,둔포초등학교,36.92711230 ,127.03777400 , 
1162,둔포초등학교,36.92710380 ,127.03790320 , 
1164,관대리 더리미,36.91348302 ,127.03424735 , 
1165,석근리,36.93983641 ,127.04772068 , 
1179,운용2리,36.93650430 ,127.05567890 , 
1180,석곡1리 독골,36.91291400 ,127.05583380 , 
1188,비둘기아파트,36.92705270 ,127.04310440 , 
1189,비둘기아파트,36.92710760 ,127.04330610 , 
1190,둔포중학교,36.92628430 ,127.04369280 , 
1191,둔포중학교,36.92615010 ,127.04396870 , 
1194,봉헌농원,36.91740637 ,127.05462068 , 
1195,봉헌농원,36.91729450 ,127.05446680 , 
1196,석곡1리 독골,36.91277890 ,127.05585140 , 
1197,백남아파트,36.91759100 ,127.04141620 , 
1198,백남아파트,36.91767260 ,127.04156160 , 
1199,엘림가든,36.91503670 ,127.04317040 , 
1200,엘림가든,36.91512280 ,127.04329900 , 
1201,운교2리마을회관,36.91209410 ,127.04804880 , 
1202,운교2리마을회관,36.91227636 ,127.04816402 , 
1203,아산전자기계고등학교,36.93135820 ,127.04175140 , 
1204,아산전자기계고등학교,36.93158471 ,127.04209068 , 
1205,운용2리,36.93668440 ,127.05563300 , 
1212,운용3리 토막사,36.93705136 ,127.06598568 , 
1215,신방초등학교,36.92846150 ,127.08582330 , 
1218,신방리,36.93130820 ,127.08015980 , 
1221,염작2리입구,36.91169880 ,127.06555690 , 
1224,염작1리입구,36.91857790 ,127.06708960 , 
1225,염작1리입구,36.91875380 ,127.06712230 , 
1226,원농원,36.91845050 ,127.07171580 , 
1227,원농원,36.91862610 ,127.07168680 , 
1228,염작1리,36.91922160 ,127.07433860 , 
1229,염작1리,36.91925306 ,127.07413569 , 
1230,운용1리,36.93030020 ,127.07858320 , 
1231,운용1리,36.93038090 ,127.07845360 , 
1232,운용3리 토막사,36.93710470 ,127.06544402 , 
1235,왕림2리,36.92600470 ,127.10289200 , 
1239,왕림3리,36.92770110 ,127.09537140 , 
1265,쌍용동일아파트,36.78461510 ,127.11375870 , 
1269,휴대리입구,36.78441800 ,127.11191830 , 
1329,온양나드리,36.80325320 ,127.14598940 , 
1340,순천향병원,36.80347470 ,127.13900220 , 
1405,일봉동주민센터,36.80100720 ,127.14280270 , 
1408,율금리,36.90544940 ,127.11480950 , 
1409,율금교,36.90733930 ,127.11801040 , 
1412,매주3리,36.90884120 ,127.12112360 , 
1414,매주4리 삼천리앞,36.91120010 ,127.12534070 , 
1424,국립축산과학원,36.92574910 ,127.11173870 , 
1430,성환8리,36.92121870 ,127.12274200 , 
1435,성환고등학교,36.92435710 ,127.11752810 , 
1438,성환터미널,36.91683100 ,127.13269700 , 
1439,오암2리회관,36.72250141 ,126.93706401 , 
1442,유곡2리,36.69139802 ,126.98024734 , 
1443,유곡2리,36.69128220 ,126.98027110 , 
1444,유곡3리종점,36.68918900 ,126.97781140 , 
1449,장미아파트,36.79279680 ,126.96139590 , 
1450,동정리,36.83068880 ,126.99277080 , 
1451,쌍죽리 종점,36.82751430 ,126.98428060 , 
1452,쌍죽리마을회관,36.82259430 ,126.97750740 , 
1454,신봉1리 큰철봉,36.89706550 ,126.97612810 , 
1455,공수리,36.76212460 ,127.05644490 , 
1456,백암2리,36.80408640 ,127.03354235 , 
1457,용두2리,36.80691390 ,127.04849290 , 
1458,대동리 황골,36.81227110 ,127.04233100 , 
1466,KCC,36.83391070 ,126.96581230 , 
1467,공수1리,36.76216100 ,127.05653990 , 
1468,득산동,36.78573380 ,126.96659400 , 
1469,득산동,36.78585120 ,126.96663810 , 
1472,희안마을,36.76903970 ,126.98278068 , 
1473,희안마을,36.76903030 ,126.98267580 , 
1478,구령리,36.78373302 ,127.04284235 , 
1479,구령리,36.78387370 ,127.04364980 , 
1480,가덕1리,36.81418880 ,126.92581740 , 
1483,덕암리 바깥삭실,36.73488970 ,126.93340737 , 
1485,죽산1리,36.78109450 ,126.91971120 , 
1486,현대차사원아파트,36.84576100 ,126.85889890 , 
1487,신현리,36.86034969 ,126.92964570 , 
1488,신현리,36.86097803 ,126.93012069 , 
1489,구령1리,36.77269120 ,127.03996450 , 
1490,구령1리,36.77279304 ,127.04134068 , 
1491,용두2리,36.80707210 ,127.04860970 , 
1492,대동리 황골,36.81226580 ,127.04211810 , 
1493,백암2리,36.80396190 ,127.03363100 , 
1494,명암3리,36.81946850 ,127.07039100 , 
1495,세교1리,36.75928641 ,127.10928902 , 
1496,현충사,36.80476472 ,127.02927235 , 
1497,샘마을아파트,36.78937636 ,126.95166235 , 
1500,갈산2리 여술,36.79246220 ,127.06782830 , 
1501,갈산2리 여술,36.79248139 ,127.06767235 , 
1505,서남대학교,36.73169310 ,127.00059160 , 
1537,수곡리,36.72716210 ,126.95629660 , 
1538,수곡리,36.72798950 ,126.95390540 , 
1539,수곡1리,36.72727639 ,126.95623236 , 
1541,동일하이빌A,36.77244972 ,127.02060902 , 
1542,아산경찰서,36.77227970 ,127.02067440 , 
1544,대주아파트,36.77769190 ,126.95231920 , 
1545,신정호관광지,36.77310807 ,126.98251066 , 
1546,이마트 아산점,36.77709340 ,127.02264690 , 
1547,포스코아파트후문,36.84123468 ,127.07606735 , 
1548,수철2리,36.72497560 ,127.04754400 , 
1551,신영모닝빌아파트,36.90964130 ,127.02002620 , 
1552,충남경제진흥원,36.79899450 ,127.01198990 , 
1553,공수4리,36.77344802 ,127.04974235 , 
1554,정문거리,36.74312474 ,127.01475902 , 
1555,외암3리,36.73461970 ,127.01089460 , 
1556,외암3리,36.73453260 ,127.01097020 , 
1557,공수1리,36.76303990 ,127.03597180 , 
1558,공수1리,36.76312980 ,127.03589280 , 
1559,삼거1리,36.84801639 ,127.01201068 , 
1560,삼거1리,36.84801474 ,127.01186235 , 
1561,음봉초등학교,36.84784300 ,127.01157870 , 
1563,남성3리 복지회관,36.79225302 ,126.95770738 , 
1564,남성3리 복지회관,36.79253500 ,126.95834900 , 
1565,읍내2통,36.76007400 ,127.01981030 , 
1566,대흥4리각골,36.80931139 ,126.86873732 , 
1569,궁평3리,36.80525630 ,126.86332630 , 
1571,선창1리입구,36.78863840 ,126.86967740 , 
1576,신유리 팽나무갱이,36.73863420 ,126.91577930 , 
1578,경희학성아파트,36.77125060 ,126.93585280 , 
1582,덕암리입구,36.73599240 ,126.92307940 , 
1584,백남아파트,36.91782141 ,127.04146068 , 
1585,백남아파트,36.91796040 ,127.04138030 , 
1586,곡교1리,36.80739304 ,126.98338404 , 
1587,KCC앞,36.83301802 ,126.96667566 , 
1588,금성리 마을회관,36.84161220 ,126.87252800 , 
1589,인주농협,36.86847270 ,126.88494600 , 
1592,갈매1리 암소개,36.76468810 ,127.08483790 , 
1593,갈매1리 암소개,36.76454390 ,127.08486670 , 
1594,세출리 세나리펄,36.73741730 ,127.08244680 , 
1595,세출리 세나리펄,36.73757510 ,127.08245150 , 
1596,행목1리 칠목,36.77490140 ,126.95221570 , 
1597,명암2리 장목이,36.82045806 ,127.05787568 , 
1598,북수6리 꽃동네,36.77372974 ,127.07032402 , 
1599,북수6리 꽃동네,36.77364473 ,127.07039235 , 
1602,금호어울림아파트,36.77116474 ,127.06982568 , 
1603,금호어울림아파트,36.77056640 ,127.06809569 , 
1604,삼성전자,36.77007971 ,127.06306235 , 
1605,신화초등학교,36.88531110 ,126.96792880 , 
1606,정우테크,36.82942260 ,126.89034420 , 
1607,정우테크,36.82933430 ,126.89070370 , 
1608,세교4리,36.77893636 ,127.08561401 , 
1609,인주농협,36.86828340 ,126.88529640 , 
1611,용화동 홍거리,36.76746136 ,126.99476570 , 
1612,기산2통입구,36.75280430 ,126.96063370 , 
1613,포스코아파트정문,36.83846140 ,127.07307235 , 
1614,덕지리,36.83739971 ,127.07617735 , 
1615,산동1리 종점,36.84984770 ,127.09741750 , 
1616,산동1리 종점,36.84996990 ,127.09755490 , 
1618,쌍용초등학교,36.87964750 ,127.07523280 , 
1619,문방삼거리,36.86613130 ,126.87297710 , 
1621,운용3리,36.93556420 ,127.07289800 , 
1622,운용3리,36.93571806 ,127.07291568 , 
1623,신영모닝빌아파트,36.90972300 ,127.02016040 , 
1624,신영모닝빌아파트,36.90973150 ,127.02003130 , 
1625,맹사성고택,36.74846640 ,127.04371901 , 
1626,동정리,36.83088290 ,126.99281990 , 
1629,휴대리,36.78086020 ,127.11366210 , 
1632,호서대학교종점,36.73895200 ,127.07668800 , 
1633,주은아파트,36.77492806 ,127.01582902 , 
1634,갈산2리 여술,36.78942140 ,127.06779600 , 
1635,매곡1리,36.78907020 ,127.08306330 , 
1637,수철리 명막골종점,36.70924030 ,127.07091250 , 
1638,자이2차아파트,36.77394040 ,127.07275530 , 
1639,자이2차아파트,36.77385969 ,127.07303568 , 
1640,중앙하이츠3차,36.77425470 ,127.07642068 , 
1641,중앙하이츠3차,36.77411910 ,127.07659900 , 
1642,배방롯데캐슬아파트,36.77457641 ,127.08045402 , 
1643,배방롯데캐슬아파트,36.77443310 ,127.08051030 , 
1644,자이1차아파트,36.77209807 ,127.08175402 , 
1645,자이1차아파트,36.77183410 ,127.08176830 , 
1646,북수초등학교,36.76785135 ,127.07850568 , 
1647,북수초등학교,36.76781136 ,127.07862735 , 
1648,배방롯데캐슬아파트,36.77576641 ,127.08191401 , 
1649,배방롯데캐슬아파트,36.77595803 ,127.08203902 , 
1653,인주공단1,36.87985805 ,126.88068069 , 
1656,실옥동 쪽지벌,36.79367806 ,126.98305235 , 
1657,실옥동 쪽지벌,36.79355980 ,126.98301200 , 
1658,중앙하이츠3차,36.77552303 ,127.07548735 , 
1659,청솔노인요양원,36.71432473 ,127.06939068 , 
1660,신양리 당우리,36.88996636 ,127.05391901 , 
1661,봉재리,36.88055180 ,127.04249620 , 
1662,세진아파트,36.77475805 ,127.01431235 , 
1663,중앙하이츠3차,36.77557472 ,127.07443068 , 
1664,충남외국어고,36.80125971 ,127.05846901 , 
1665,충남외국어고,36.80120974 ,127.05825235 , 
1668,북수2리,36.77159974 ,127.07551568 , 
1669,북수2리,36.77142390 ,127.07541030 , 
1671,호서대학교,36.74036200 ,127.07644170 , 
1672,호서대학교,36.74039300 ,127.07630150 , 
1673,호서대학교종점,36.73895250 ,127.07683360 , 
1674,태산LCD,36.85465810 ,127.01534700 , 
1675,태산LCD,36.85489770 ,127.01552500 , 
1676,산동리 뫼골,36.84832500 ,127.09077070 , 
1677,산동리 뫼골,36.84847136 ,127.09074735 , 
1678,인주공단5,36.87425470 ,126.87479232 , 
1680,인주공단4,36.87757370 ,126.86962840 , 
1684,북수리 학교말,36.77344730 ,127.07529830 , 
1685,북수리 학교말,36.77370820 ,127.07512880 , 
1686,삼정백조아파트,36.74738639 ,127.06833735 , 
1687,신동1통 새뜸,36.77955670 ,127.03345500 , 
1688,신동1통 마을회관,36.78058010 ,127.03237290 , 
1689,도고꽃식물원,36.74682250 ,126.86380260 , 
1690,순천향대학교 후문,36.77359470 ,126.93362405 , 
1691,순천향대학교 후문,36.77376270 ,126.93332540 , 
1692,역1리,36.87312307 ,126.96825902 , 
1694,연화마을7단지,36.78576307 ,127.09167235 , 
1695,용연마을,36.79303570 ,127.09029160 , 
1696,용연마을,36.79300330 ,127.09004180 , 
1697,행목2리 마을회관,36.77564974 ,126.95748237 , 
1699,방축동 두진매,36.76133660 ,126.97328710 , 
1700,방축동 두진매,36.75969830 ,126.97382490 , 
1701,신봉3리 흔티,36.88514802 ,126.99940901 , 
1702,금성리 마을회관,36.84148620 ,126.87257390 , 
1703,현대아이파크아파트,36.77204975 ,127.01800735 , 
1707,아산축협온천지점,36.78253230 ,127.00443990 , 
1709,친오애아파트,36.78295610 ,126.95420930 , 
1710,친오애아파트,36.78295540 ,126.95406360 , 
1711,신동1통 마을회관,36.78073840 ,127.03249530 , 
1712,신동1통 새뜸,36.77959800 ,127.03362840 , 
1713,명암2리 장목이,36.82031780 ,127.05788320 , 
1714,갈산2리 여술,36.78958635 ,127.06778902 , 
1720,매곡1리,36.78910220 ,127.08317520 , 
1721,쌍죽리 종점,36.82759910 ,126.98408940 , 
1722,대음리,36.84356200 ,126.86286640 , 
1735,배방역,36.77675473 ,127.05271402 , 
1736,삼영프라자 공수5리,36.77512306 ,127.05427735 , 
1739,회룡1리,36.74744641 ,127.07252902 , 
1742,회룡1리,36.74753750 ,127.07235390 , 
1940,냉정리 복흥골,36.85653190 ,126.92246530 , 
1941,냉정리 북흥골,36.85634320 ,126.92257890 , 
1942,신창역,36.76975972 ,126.94974566 , 
1943,신창역,36.76978973 ,126.95005401 , 
1944,용두2리,36.80522636 ,127.04779068 , 
1945,용두2리,36.80524308 ,127.04812902 , 
1946,신도브래뉴,36.77286972 ,127.01396902 , 
1947,이순신종합운동장,36.77146807 ,127.02168068 , 
1948,석정1리,36.81280880 ,127.00139260 , 
1949,행목2리입구,36.76330410 ,126.95971990 , 
1950,초사리 갱티입구,36.75469980 ,126.97325180 , 
1951,아산온천,36.85327520 ,126.98116420 , 
1952,아산온천,36.85317303 ,126.98101899 , 
1954,불당현대아이파크,36.80696637 ,127.10721901 , 
1955,불당현대아이파크,36.80842473 ,127.10726235 , 
1956,트라팰리스,36.79887972 ,127.06050235 , 
1957,탕정면사무소,36.79868307 ,127.06042068 , 
1958,배방 농협,36.77524950 ,127.06311870 , 
1959,배방 농협,36.77543637 ,127.06295735 , 
1960,경성아파트,36.78421806 ,126.99190734 , 
1961,경성아파트,36.78407971 ,126.99212904 , 
1962,삼성디스플레이,36.81066802 ,127.06519735 , 
1963,농협중앙지점,36.77522802 ,127.05449902 , 
1964,월봉고등학교,36.80215635 ,127.10932568 , 
1965,월봉중학교,36.80183973 ,127.11107902 , 
1967,불당동주민센터,36.81131805 ,127.10855068 , 
1973,충무아파트,36.78872137 ,127.00663568 , 
1975,냉정리 잔다리,36.85900138 ,126.91376238 , 
1976,냉정리 잔다리,36.85892305 ,126.91417233 , 
1977,인취사신창읍농공단지,36.78376710 ,126.93501800 , 
1978,신창농공단지인취사,36.78431304 ,126.93517402 , 
1979,영인중학교,36.85388638 ,126.95802400 , 
1980,삽교호종점,36.88828390 ,126.82516820 , 
1981,설화고등학교,36.78733308 ,127.09160068 , 
1982,설화고등학교,36.78726804 ,127.09150568 , 
1983,권곡주공아파트,36.79353139 ,127.00839068 , 
1986,대동리입구,36.80942780 ,127.03786920 , 
1987,온양여중고,36.77969974 ,127.01419735 , 
1989,기산1통 성미말,36.75238803 ,126.96838567 , 
1990,청솔노인요양원,36.71476160 ,127.06858860 , 
1991,오암2리구암말,36.72649807 ,126.92662401 , 
1992,신창초등학교,36.77768138 ,126.93470399 , 
1993,소동3리마을회관,36.87534010 ,127.04898360 , 
1994,소동3리마을회관,36.87520430 ,127.04883850 , 
1995,연화마을8단지,36.78530137 ,127.09286401 , 
1996,월랑1리,36.85192474 ,127.07740235 , 
1997,월랑1리 ,36.85194230 ,127.07756110 , 
1998,쌍용보건지소,36.87947302 ,127.07350902 , 
2000,다소미아파트,36.79380220 ,126.96045850 , 
2001,다소미아파트,36.79386450 ,126.96029000 , 
2003,신현리 마을회관,36.86675190 ,126.93507740 , 
2004,상성리 마을회관,36.86135560 ,126.94344120 , 
2005,상성리 공단앞,36.86419500 ,126.93956130 , 
2006,상성리 공단앞,36.86412141 ,126.93946568 , 
2007,상성리 마을회관,36.86134570 ,126.94326180 , 
2008,매곡3리,36.80037910 ,127.08562510 , 
2009,매곡3리,36.80036974 ,127.08551568 , 
2010,득산동입구,36.77640230 ,126.97786820 , 
2011,매곡2리입구,36.78057170 ,127.08787220 , 
2012,매곡2리 입구,36.78058000 ,127.08764810 , 
2014,개화네마을,36.74743340 ,126.96703960 , 
2022,천안아산역,36.79431150 ,127.10368040 , 
2023,인주공단입구,36.87396472 ,126.88161237 , 
2024,소동3리 발산,36.87360230 ,127.05237560 , 
2025,소동3리 발산,36.87354450 ,127.05260600 , 
2027,음봉농협 산동지점,36.82871472 ,127.09232068 , 
2028,코닝정밀소재1단지,36.81087306 ,127.05680068 , 
2029,코닝정밀소재1단지,36.81103137 ,127.05683235 , 
2030,백암교회입구,36.80193830 ,127.03368810 , 
2031,백암교회입구,36.80192540 ,127.03384510 , 
2032,구성1리 구산,36.89593480 ,126.95620060 , 
2033,구성1리 구산,36.89591475 ,126.95607399 , 
2034,강장2리지레,36.71329140 ,126.94775030 , 
2035,강장2리 지레,36.71311060 ,126.94803150 , 
2036,관대리 관터,36.90658140 ,127.03390735 , 
2038,코닝정밀소재2단지,36.81021306 ,127.05346735 , 
2039,유곡1리지풍골,36.70088000 ,126.97385440 , 
2040,유곡1리지풍골,36.70094290 ,126.97381480 , 
2041,수철리 안세일입구,36.72931808 ,127.05260235 , 
2042,수철리 안세일입구,36.72922230 ,127.05252520 , 
2043,세교2리 산직말,36.76478000 ,127.10850910 , 
2044,삼도공조,36.85328302 ,126.99744737 , 
2045,세교2리 산직말,36.76449970 ,127.10852620 , 
2048,호수공원,36.79371640 ,127.10130069 , 
2049,패션1광장,36.79634803 ,127.10214068 , 
2050,패션1광장,36.79658804 ,127.10219402 , 
2054,한국표준협회,36.79093638 ,127.10780235 , 
2056,장재마을,36.78651139 ,127.10893735 , 
2070,북수리 마대,36.75675710 ,127.07644120 , 
2071,북수리 마대,36.75677303 ,127.07657235 , 
2072,세교2리 속샘말,36.77244700 ,127.10440250 , 
2073,세교2리 속샘말,36.77248690 ,127.10447400 , 
2074,월랑1리 신성,36.85648635 ,127.08031235 , 
2075,월랑1리 신성,36.85659570 ,127.08038930 , 
2080,아산리 절골,36.85469974 ,126.97460400 , 
2086,문방3리마을회관,36.85349474 ,126.86978401 , 
2087,온양4동 주민센터,36.79710820 ,126.97812340 , 
2088,온양4동 주민센터,36.79696474 ,126.97811899 , 
2089,서원1리 마을회관,36.82460450 ,126.95341240 , 
2091,서원1리 마을회관,36.82468640 ,126.95358010 , 
2093,신인2통 방죽안,36.75604270 ,126.98868620 , 
2096,엘크루아파트,36.75175190 ,126.98915490 , 
2097,석당리철장모랭이,36.74031230 ,126.92326220 , 
2098,농은리마을회관,36.71033010 ,126.92083050 , 
2099,서원1리 서원골,36.82408840 ,126.95884320 , 
2102,풍기3통,36.77537807 ,127.02656735 , 
2103,수장리 안골말,36.79849170 ,126.96970250 , 
2104,영인농공단지,36.86508303 ,126.95386737 , 
2105,영인농공단지,36.86513060 ,126.95407080 , 
2106,창암1리 고갯마루,36.76647510 ,126.94016230 , 
2107,경남아너스빌,36.79028635 ,126.99899066 , 
2108,서원1리 서원골,36.82423250 ,126.95880860 , 
2109,현대자동차문화관,36.84777000 ,126.85751490 , 
2110,현대자동차문화관,36.84769730 ,126.85740330 , 
2111,득산2통 마을입구,36.77886140 ,126.97351071 , 
2112,득산2통 마을입구,36.77879800 ,126.97390390 , 
2114,인주공단2,36.88088380 ,126.87904620 , 
2115,평촌3리월구리,36.74171460 ,127.00985830 , 
2116,평촌3리마을회관,36.73809260 ,127.00683930 , 
2117,동정리 낚시터,36.82065780 ,126.99327990 , 
2118,동정리 낚시터,36.82058220 ,126.99352700 , 
2119,동정리아랫독징이,36.82562670 ,126.99372370 , 
2120,동정리아랫독징이,36.82556860 ,126.99384180 , 
2121,궁화2리 비성골,36.78544040 ,126.91346400 , 
2124,명암2리장목이,36.82149973 ,127.05940068 , 
2125,명암2리장목이,36.82152472 ,127.05909902 , 
2126,유곡리,36.69435710 ,126.98669270 , 
2127,한성아파트,36.78478870 ,127.02139440 , 
2128,한성아파트,36.78465360 ,127.02141210 , 
2130,신휴3리,36.89919780 ,127.06687470 , 
2133,배방장례식장,36.78017302 ,127.06377068 , 
2134,배방장례식장,36.78013137 ,127.06365235 , 
2137,평촌1리입구,36.73497130 ,127.00738560 , 
2140,강장2리 아랫마을,36.71400805 ,126.95238238 , 
2142,세교2리 샛돌,36.76960490 ,127.10636680 , 
2143,소화마을아파트,36.78875469 ,126.95518567 , 
2145,신양리 성황당,36.88101308 ,127.04662735 , 
2146,신양리 성황당,36.88090150 ,127.04671900 , 
2147,새터마을,36.84887972 ,127.09515902 , 
2148,새터마을,36.84880139 ,127.09502568 , 
2151,독자기,36.77661970 ,127.06410270 , 
2153,인주공단3,36.87912350 ,126.87290340 , 
2154,좌부삼거리,36.76023804 ,127.02320902 , 
2155,좌부삼거리,36.76026303 ,127.02357068 , 
2156,도리못,36.78293969 ,127.06426402 , 
2157,도리못,36.78297140 ,127.06408910 , 
2158,운용1리 입구,36.92820240 ,127.07627270 , 
2159,온양농협,36.78709307 ,126.97870569 , 
2160,마라위,36.89061620 ,127.00248400 , 
2161,마라위,36.89060469 ,127.00260735 , 
2164,디스플레이제1캠퍼스,36.81100804 ,127.06116235 , 
2165,디스플레이제1캠퍼스,36.81086639 ,127.06111902 , 
2168,송용1리 마을회관,36.92128808 ,127.02832068 , 
2169,대동리삼거리,36.81134690 ,127.04345210 , 
2170,대동리삼거리,36.81147973 ,127.04349235 , 
2174,미소래산후조리원,36.83446370 ,127.08311760 , 
2175,용화근린공원,36.77425636 ,127.00867902 , 
2176,냉정골,36.90148090 ,127.01368510 , 
2177,쌍죽리입구,36.81762950 ,126.97391410 , 
2179,신한아파트,36.78122300 ,127.09218560 , 
2180,상공회의소,36.79785230 ,127.10851350 , 
2181,상공회의소,36.79809360 ,127.10925770 , 
2183,불당동문화카페거리,36.80164639 ,127.10676235 , 
2185,천안교육지원청,36.80049804 ,127.11109068 , 
2187,현대자동차정문앞,36.84641307 ,126.87969733 , 
2190,배방읍사무소,36.77417135 ,127.05366735 , 
2191,배방읍사무소,36.77391971 ,127.05316068 , 
2192,삼성기숙사,36.84041306 ,127.06164735 , 
2193,삼성기숙사,36.84007807 ,127.06163068 , 
2195,성정빌라,36.80210803 ,127.01437735 , 
2196,성정빌라,36.80204140 ,127.01448068 , 
2197,현대엠시트,36.81216740 ,126.89503620 , 
2198,현대엠시트,36.81206370 ,126.89502020 , 
2202,배방고등학교,36.77029500 ,127.06707310 , 
2203,여술삼거리,36.78601306 ,127.06637402 , 
2204,여술삼거리,36.78623139 ,127.06656568 , 
2205,신수1리,36.84878473 ,126.97943405 , 
2207,옹기전시체험관,36.75517639 ,126.87950735 , 
2210,비석거리,36.75409840 ,126.92567960 , 
2211,비석거리,36.75402638 ,126.92578402 , 
2215,갤러리아백화점,36.80115970 ,127.10423901 , 
2216,와이시티,36.79788974 ,127.10601235 , 
2217,패션2광장,36.79334135 ,127.10718401 , 
2218,아산역,36.79157807 ,127.10288402 , 
2219,아산역,36.79148302 ,127.10358902 , 
2220,패션2광장,36.79388304 ,127.10739735 , 
2221,와이시티,36.79819307 ,127.10631569 , 
2222,갤러리아백화점,36.80151472 ,127.10449735 , 
2223,성내리사거리,36.87794638 ,126.99337734 , 
2224,특수교육원,36.78423600 ,127.10129240 , 
2225,도흥1리회관,36.83353960 ,126.90046060 , 
2226,도고농공단지,36.75721973 ,126.87314902 , 
2227,학성교회,36.78367802 ,126.90466738 , 
2228,불당이통서당골,36.80046969 ,127.10064235 , 
2229,불당이통서당골,36.80062940 ,127.10057190 , 
2232,강장2리 아랫말,36.71385220 ,126.95244900 , 
2233,둔포체육공원,36.92679900 ,127.02754930 , 
2234,둔포체육공원,36.92668200 ,127.02760620 , 
2239,궁평1리오룡동,36.81218180 ,126.85721260 , 
2240,선창2리,36.78497730 ,126.89020560 , 
2242,오암1리회관,36.71810637 ,126.92889732 , 
2245,유리요양병원,36.76285639 ,126.88395071 , 
2246,유리요양병원,36.76299969 ,126.88415734 , 
2247,상성리 원모루,36.86362969 ,126.94231736 , 
2248,상성리 원모루,36.86353305 ,126.94239232 , 
2251,오미니고개,36.70687806 ,127.00581068 , 
2253,코닝정밀소재,36.81345660 ,127.05349520 , 
2254,코닝정밀소재,36.81388990 ,127.05363280 , 
10001,LH아산사업본부,36.78984302 ,127.10270735 , 
10002,LH아산사업본부,36.78997138 ,127.10223401 , 
10003,설화중학교,36.78630304 ,127.09587235 , 
10004,설화중학교,36.78643472 ,127.09576235 , 
10005,아산신도시입구,36.78402802 ,127.09135068 , 
10006,장재18리,36.78402472 ,127.09094568 , 
10007,배방STX칸 아파트,36.78701137 ,127.08915901 , 
10008,배방STX칸 아파트,36.78689636 ,127.08965402 , 
10009,매곡1리,36.78892470 ,127.08480902 , 
10010,특수교육원,36.78641806 ,127.10001235 , 
10011,열병합발전소,36.79743974 ,127.09103568 , 
10012,용연마을 휴먼시아,36.79328140 ,127.08808069 , 
10013,용연마을 휴먼시아,36.79379638 ,127.08763735 , 
10014,한글공원,36.79362803 ,127.09659235 , 
10015,한글공원,36.79236803 ,127.09581568 , 
10016,불당2통,36.79551141 ,127.09845069 , 
10017,불당2통,36.79537974 ,127.09870068 , 
10018,용연공원,36.79058680 ,127.09252050 , 
10019,장재리,36.78467540 ,127.11343110 , 
10020,동방초등학교 앞,36.78075139 ,127.11413068 , 
10021,한성아파트,36.76731780 ,127.11910390 , 
10022,중앙하이츠3차아파트(기둥),36.77422807 ,127.07652902 , 
10023,배방모산,36.77532473 ,127.06087235 , 
10024,배방한라비발디(기둥),36.77007806 ,127.06298735 , 
10025,배방 푸르지오,36.76973473 ,127.05643235 , 
10026,배방 한라비발디(기둥),36.77015969 ,127.06219401 , 
10027,꽃동네,36.77373304 ,127.07036568 , 
10028,배방자이2차아파트(기둥),36.77391640 ,127.07290735 , 
10029,금호어울림아파트(기둥),36.77054637 ,127.06819902 , 
10030,온양중,36.77493137 ,126.99704065 , 
10031,주은아파트,36.77474010 ,127.01584830 , 
10032,온양2동,36.78085305 ,126.99991567 , 
10033,굴다리,36.78119803 ,126.99966904 , 
10034,맹사성고택,36.74876471 ,127.04351401 , 
10035,일성아파트,36.79212141 ,127.00111902 , 
10036,청소년교육문화센터,36.79307973 ,127.00120235 , 
10037,신정중학교,36.78853350 ,126.98870240 , 
10038,신정중학교,36.78844820 ,126.98878700 , 
10039,동아아파트,36.78577140 ,126.98683233 , 
10040,동아아파트,36.78625220 ,126.98690520 , 
10041,용화택지1,36.77177636 ,127.00972235 , 
10042,용화택지1,36.77185640 ,127.00982735 , 
10043,신도브래뉴아파트,36.77149305 ,127.01204235 , 
10044,신1통새뜸,36.77810640 ,127.03383402 , 
10045,신2통 입구,36.78481474 ,127.03067235 , 
10046,가덕1리,36.81425650 ,126.92583930 , 
10047,신창코아루,36.79087140 ,126.95483237 , 
10048,신성1리 마을회관,36.77056303 ,126.88502067 , 
10051,대흥삼거리,36.81416160 ,126.87074750 , 
10052,기곡2리,36.76036660 ,126.88253540 , 
